,sentence,label
374,베토벤 ㄹㅇ 재능충느낌 좆되는데 반고흐 이새낀 이미지메이킹좆됨,욕설
375,노가다 뛰는 엠생 해충이의 울부짖음,욕설
376,지 미래직업이 노가다인걸 모르고 짖어대는 엠생 해충이 수준지리구욬,욕설
377,왜 이러고 사냐 븅신새끼 ㅋㅋㅋ ㄹㅇ 한심하고 불쌍하노,욕설
378,병신새끼가 어차피 로테아니면 주전 나오지도못하는게,욕설
379,어떻게든 지 실력어필한다고 눈치없는짓 존나하네 ㅋㅋ,욕설
380,씨발련이 어치피 데헤아 발냄새나 쳐맡으며 살새끼가,욕설
381,줄때 받아라 ! 병싱쉑갸,욕설
382,돈받으면 받았다고 지랄할놈들,욕설
383,조선족 킹크랩 개역겹네 여론 조작도 정도것해야지,욕설
384,지랄도 풍년임왜안받어~받아서 뭘해도해야지그리고 더 받아내야지,욕설
385,지랄도 풍년이다.. 문재앙,욕설
386,병..꼴값떨고 자빠졌네.중국은 새끼들아,욕설
387,이 색퀴들아 중국에 격리된 국민부터 어떻게 해 봐.,욕설
388,외교를 좆으로 하냐,욕설
389,중국이나 막아 짱깨 공산당색기야,욕설
390,완전 미친지랄을 하는구나,욕설
391,중국을막으라고 등신들아 친중친북 따까리들아,욕설
392,지랄을한다아주ㅋㅋㅋㅋ 중국엔 찍소리도 못하드만,욕설
393,지지율 좀 떨어질라하니 이때다싶어서 반일감정자극ㅋㅋ 아주 염병,욕설
394,중국짱깨한테도 그래봐라 시키야,욕설
395,미..!친개.정.부 수십년쌓아온 대한민국의 외교노력을 하루아침에말아먹는 문죄인,욕설
396,빈싱들... 꼴 갑을 하고 자빠졌네. 어쩌다 저런 꼬올 통 머저리들이 청와대를 차고앉았을꼬,욕설
397,ㅂㅅㄷ 꼴값떠네 모지리들,욕설
398,지랄들 하고 자빠졌네..,욕설
399,중국한텐 찍소리두 못 하는게선거이용하구싶구나 좌빨드런늠들아,욕설
400,정신병자들만있나..중국 입국 거부 해라 제발,욕설
401,꼴깝을 떤다,욕설
402,개 양아치 새끼들 ㅋㅋㅋㅋ,욕설
403,이새끼들 또라이들 아니가 진짜,욕설
404,찌랄하고 있네 놀고자빠졌네~,욕설
405,미친 새키야 쪽발이 시키들은 한국오라고해도 안온다,욕설
406,찌랄같은 새끼들! 일본같이만 해라,욕설
407,가만히 있다 일본이 하니 이제와서 별찌랄 다하네! 아휴 썩어빠진 대깨문들!,욕설
408,문재앙 이 시키야...일본한테만 강하게 대응하지 말고 중국한테도 똑같이 해봐라,욕설
409,눈치 없냐 시발놈아,욕설
410,역대 순위만보면 좆밥맞는거같은데ㅋㅋ,욕설
411,맹구새끼들 제정신아니네 ㅋㅋ,욕설
412,버기새끼 무릎핑계때문에 아직도 미화되는건 레전드 ㅋㅋ,욕설
413,케좆새끼 맨유오고싶어 안달났노ㅋㅋㅋ,욕설
414,좆같은게 그 제나스인가 뭔가하는놈,욕설
415,에버튼경기는 좆판이 망친거고 ㄹㅇ,욕설
416,로메로 앰창새끼ㅋㅋㅋㅋ,욕설
417,병신새끼가 어차피 로테아니면 주전 나오지도못하는게,욕설
418,씨발련아 진짜 아 칼빵찌르고싶네,욕설
419,좆본 이새끼들은 코로나 검사수 우리보다 20배나 적음,욕설
420,응 니애미 동네사람들 다 돌려먹는 동네 약수터 보지년,욕설
421,검사도안하고 감염자수로 자위질하노,욕설
422,이강인 이새끼 거품 오지네 몸값이 쿠보보다 비싸,욕설
423,에라이 조선족 대깨문 ㅅ ㅐ끼들,욕설
424,짱꼴라 입국 금지시키라고 그렇게 애원해도 들은척 안하더니,욕설
425,월호 터지고 촛불든 새기들 다 어디갔냐,욕설
426,병천지 병자면 뻥만희한테서 나와라,욕설
427,좆맥 이새낀 아주 입만 열면 구라네 ㅋㅋ,욕설
428,내가 강팀 만들어 놨는데 못하면 병신들이다,욕설
429,샤방넘들아 줘도 지롤이냐,욕설
430,원파 사이비새끼들처럼 닭쫒던 개정부 안되려면 당장 내일부터 신천지개독교 재산 추적을 당장 시작해라,욕설
431,저 돈 주고 뭔 ㅈㄹ을 하려고,욕설
432,부랄 쥐어뜯으면 꼼짝달싹 못할 새끼들이,욕설
433,저새끼 하는짓마다 구리고 냄새나서 진짜 역겨워죽겠노,욕설
434,짱깨들한테 휘둘리는 좆국 병신도 많고,욕설
435,아맞노 진짜 이새끼들 수준 저열한거 절대 시치미 못떼게,욕설
436,짱깨가판친다지만 대가리가 없는 개끼들이노,욕설
437,느개비는 천안문에서 탱크에 깔려 뒤졌다,욕설
438,이정도 써주면 짱퀴좆 조선좆들 바닥에 드러누워서 붕알붕알 거품물고 재기하러간다 이기야,욕설
439,좆같은 조선좆놈들 대림에서 지나칠때마다 침한번씩 뱉고 이런말 싸주면 부랄발작한다,욕설
440,적폐청산 웅앵웅거리면서 재앙떨었던거 다 기억하노,욕설
441,나치라고 주입시킴으로써 이미지 좆창낼수 있노,욕설
442,냄저들 사이에서 좆 오지게 빨리는 놈이기에,욕설
443,날고 기는 좆들도 결국 혐스하려고 기어주는 척 하는거지,욕설
444,그리고 좆국 살면서 육시럴 것들 지랄하네 이딴 욕 한 번도 못 들어봤노,욕설
445,진짜 개좆팔 환장하겠노,욕설
446,좆국보다 더 좆같은 나라에서 온 애들한텐 얻을 게 하나도 없노,욕설
447,씹덕이 되고 싶은데 시발 도저히 안된다,욕설
448,근데 병신새끼 하나만 저지랄이지 지금,욕설
449,조선년이 일본남자가 인사하는데 고개가 빳빳해ㅅㅂ,욕설
450,다행이다 진짜 개병신은 아니였네 ㅋㅋ,욕설
451,불륜충 색기들이 예의 존나 따지는 조센에 온걸 환영한다,욕설
452,좆나 병신 같다 븅신년,욕설
453,대가리깨저도 문재인인지 물어보고싶다 씨발,욕설
454,붙이고 한참 쳐다봤는데 더 안벌어짐 베충이 만난 봊처럼,욕설
455,씨발 상식적 확률적으로 짱개탓이지 시발,욕설
456,툭하면 좆됫다쓰는거 버릇든다 이 개새기야,욕설
457, 어떻게 좃되는지도 쳐써놔라 개좆만한걸로 자꾸 써재끼네,욕설
458,왜 죳댄거가 누가 설명좀 해주라,욕설
459,못배운 저능아새끼들 명치 존나 때리고 팩트 폭력 하즈아,욕설
460,뭔 논리적 오류 병신아,욕설
461,반박 못할꺼면 꺼져 이 병신 새끼야,욕설
462,자기입으로 고졸이라고 고백하는 씹새끼 수준,욕설
463,우물에 독타기 오류를 생전 처음 들어본 고졸새끼,욕설
464,개씨발 그러니까 첨부터 공수부대 동원해서 바리케이트치고 봉쇄시켜 버렸어야지,욕설
465,이번일은 그냥 병신이 제 발 저린거임,욕설
466,ㅅㅂ 중국통계 믿냐 이지랄하면 졸 웃길듯,욕설
467,문재인 개새끼 해보라고 이 홍어 새끼야,욕설
468,이 새끼 일베 네임드 병신 빡대가리 반일국뽕임,욕설
469,방사능이 뭐가 문제라니 병신새끼야,욕설
470,저새끼는 끝까지 정치색 못 버리네,욕설
471,베충이 색기들 지금 다들 돈 십원이라도 기부들은 하고 까는거쥬,욕설
472,이 새끼 대구 고향 아님,욕설
473,저 씹새끼 관련 글 올릴때 모자이크 좀 제발 해라 아 비위 상해 시발,욕설
474,아니 씨발 저 개새끼 면상 모자이크 하는 룰 안 배웠어,욕설
475,영천이다 대구라 하지마라 대구사람으로서 기분 ㅈ같다,욕설
476,영천사람인데 영천으로 몰지마라 우리도 기분ㅈ같다,욕설
477,시발누구보고 라면이나 처먹으라고 보낸거야,욕설
478,부피만 크게 보이려고 씨발 빡대가리 또 굴렸구만,욕설
479,왜 보내도 지랄이냐,욕설
480,아니 ㅅㅂ 보냐는건 좋지만 그럼 티를 내지를 말아야지 시발아,욕설
481,병신같은 연애인좌빨새끼들 빠는 년놈들 나한테 걸리기만해라,욕설
482,진짜 좌빨새끼 돈은 좆나 밝히고 쓰는건 좆나 아까워하고,욕설
483,그 정도 대놓고 우밍아웃했으니 이제 좌빨홍어만선 연예계에선 끝나는 거 각오하고 나온 투사지,욕설
484,으 졸렬한 새끼,욕설
485,그거 만회할라고 충청도 양반 이 지랄,욕설
486,개처럼 박아주고 질 안 깊숙히 내 정액을 싸버리고 싶다,욕설
487,짤만봐도 대가리속에 섹스생각뿐 이라는게 보인다 저딴 병신이 대통령이냐,욕설
488,저렇게 부드럽게 늘어진 가슴이 진짜 존나 좋은 가슴임,욕설
489,품번 씨발새끼야 후딱 말 안하면 부캐총동원,욕설
490,씨발련아 빨리 품번내놔,욕설
491,밑짤은 썅년 자위하네,욕설
492,아씨발 옆가슴 진짜 예쁘네,욕설
493,아씨발년 빨통에 밥비벼 먹고싶네,욕설
494,저새끼들은 그더러운똥 오줌 시체 둥둥떠다니는 갠지스강물,욕설
495,인도새끼들 진짜 존나 미개함,욕설
496,화장실에 물병 들고 들어가는 새끼들 뭔가 했더니 그걸로 똥 닦는거더라,욕설
497,병신들아 면연력 최고가 아니고 통계를 못내고있는거지,욕설
498,씨발 저새끼들은 식민지 통치를 해야 한다,욕설
499,그래도 저새끼들은 타국에 민폐는 덜 끼치는 듯,욕설
500,홍어샛키 흐르는 똥물에 샤워하는새끼,욕설
501,손으로 똥딲는 새끼들인데 저정도면 양반이지,욕설
502,세글자로 메퇘지 라고 쓰지,욕설
503,내 눈 강간한 범인이 여기있었노 물어내 시발ㄴ아,욕설
504,단지 안타까운건 7시 씨발놈들은 계속 좌파 자기지역당에 몰표 할거니,욕설
505,7시 씹새끼들 몰살 시키기전에,욕설
506,짱깨새끼들 모르고 드가면 좆되는거고 알기땜에 못들어가는 새끼는 짱깨인증하는거지,욕설
507,홍어새개들 조선족으로 같이 매도 당할까봐 요새 잠잠한데 개새끼들이 깨닫는게 없다는걸 느낌,욕설
508,저새끼랑 진지하게 얘기해본적있는데 그냥 분탕이 아니고 진지하게 사회주의를 빨면서 보수우파를 계몽시키려고 하더라,욕설
509,치대 다니는데 의치대로 묶는 개병신새끼,욕설
510,저런 병신새끼 악질분탕 간첩판별사 쓰레기 2렙 엠창 분탕놈이랑 똑같노,욕설
511,남자새끼 전라도를 사랑으로 극복해보려 노오력,욕설
512,갓김치 돌게장 전라도네 시발,욕설
513,내가봣을때 저 새애비가 딸년 정기적으로 따먹는다,욕설
514,그짝은 새아빠가 엄마딸년 따먹는거 기본이라던데요,욕설
515,미친새끼네 틀니 부셔라,욕설
516,니네 누나년 처녀인지 아닌지 제가 손좀 넣어봐도 되겠습니까,욕설
517,거절하면 허벌씨발 개봊같은 씹창 걸레년인거 ㅇㅈ하시는거죠,욕설
518,니네 애미 보지에 내가 걸레인지 아닌지 손가락좀 넣어봐도 되겠습니까,욕설
519,개씨발 허벌 걸레년이면 못보여주겠지,욕설
520,아니면 결혼생활 좆나 꼬이제,욕설
521,애비가 의붓딸 평생 쑤시고 싶으니까 내친거지 뭐,욕설
522,자네 좃이 홍어좃이면 이겔혼은 물러야쓰겄네잉,욕설
523,짱깨새끼들 모르고 드가면 좆되는거고 알기땜에 못들어가는 새끼는 짱깨인증하는거지,욕설
524,전라도 새끼들도 사람새끼라면 조선족한테 선동당하고,욕설
525,나라꼬라지보고 깨닿는게 있어야하는데 시발놈들이 하는짓거리 보면 대가리 다깨버리고 싶음,욕설
526,뭐야씨발 난 왜 40퍼 60퍼 나오노,욕설
527,낚시하도 많이 당해서 짱깨 몇개씩 뜸 씨발,욕설
528,시진핑 개새끼 조선족 뒤져라 문재앙 씨벌련 김대중 개좆씨발,욕설
529,저 리암새끼 좃족 개분탕새끼임,욕설
530,이러니 좃족을 박쥐라고하지ㅋ 앰생출생새끼ㅋㅋㅋ,욕설
531,닌 박쥐새끼니까 앰뒤좃족새끼란건 사실인데 사실이 어케 변하노 분탕창년새끼야,욕설
532,씨발년 쌍판떼기 생긴것 좀 보소,욕설
533,저게 시발 어떻게 모택동으로 보이냐,욕설
534,와 하나같이 애비애미없게 생겼노,욕설
535,보지자지 구분없이 면상에 싸커킥 날려서 대갈뼈 으스러지면 그게 성형임,욕설
536,새끼들 좆같이 싫어하는데 이새끼들 말대로,욕설
537,애미디진 홍어 짱깨 새꺄,욕설
538,짱깨 망하게한 마오쩌뚱 쳐 빠는 새끼가 이상한거,욕설
539,욕하는게 노팩 선동이니깐 병신 홍어새끼야,욕설
540,마오쩌뚱 빠는건 씹병신인증 아니냐,욕설
541,짱깨들은 하나같이 면상이 좆같이 못생겼냐,욕설
542,아무리 화가 나도 개미 좆 만한 사람이니 뭐니,욕설
543,내가지금 예수애미 마구간콜걸이라 말 하는것도 신의계획임,욕설
544, 저딴 새끼들보면 개신교가 개독이라고 하는지 알거같네,욕설
545,예수애미 마굿간 흑마 육변기,욕설
546,중국만 좆되고 있어서 맞는 거 같기도 함,욕설
547,공산주의가 개좆같은건ㅇㅈ 근데 하나님의 심판인지 그건몰겠다,욕설
548,지새끼를 영원히 지옥보내는 개같은새끼지,욕설
549,그냥 개표과정도 모르는좆병신이 싼글임,욕설
550,하씨발 이따위 빡머가리새끼가 가져온 곳,욕설
551,대기업 개발자들이 대단한 개발하는줄 아는 새끼네,욕설
552,병신 문재앙이 다스리는 대한민국보다는 백배 천배 낫다,욕설
553,ㅈ센징 양심 클라스봐라 씨발 ㅋㅋ,욕설
554,미국이 반대하지 병신아,욕설
555,미국이 무슨짓을 해도 문재앙 저 개 씨발 양심도 없는 새끼보단 양심적으로 운영 잘할듯,욕설
556,오바마 같은 좌빨들이 정권 잡으면 지금보다 더 좆같아질듯,욕설
557,미군정에 편입되고 싶으면 씨발럼들아,욕설
558,페미 보지년들 존나 많다,욕설
559,이유는 모르겠으나 이 씨발년들 데리고 다니다보면 생리주기가 비슷해진다,욕설
560,피 비린내 냄새가 가득해서 존나 개역겨울 때까 있다,욕설
561,걸그룹 좋다고 빠는 새끼들은 진짜 힘들게 번 돈 쓰레기통에 집어넣는 좆병신들이다,욕설
562,BJ들한테 돈 뿌리는 호구새끼들이랑 다를 바 없다,욕설
563,존나 당당한 제목에 출처보소 병신새끼,욕설
564,개쒸발 그날 존나 골렸었다 진짜,욕설
565,아이돌에 열광하는 정신연령 수준미달인 새끼들 빼곤 다 알고있음,욕설
566,년들중에 썅년들 존나 많은 거 다들 아는 거잖아,욕설
567,니 애미도 그러고 다니더라,욕설
568,이새끼는 며칠간 봐 왔는데 기독교 탈을 쓴 조선족임,욕설
569,애미디져도 한국당탓할 홍어새끼들이라 이상하지도 않음,욕설
570,폭딜은 어딨는데 개병신새끼야,욕설
571, 세금식충이 똥만드는 기계새끼 ㅉㅉ 조선족이네,욕설
572,느애미 맨홀에 빠져서 뒤졌다고,욕설
573,느그미 우웬춘한테 질싸당해서 출산한게 너라며,욕설
574,미친 쓰레기새끼들이네 인성 씨발,욕설
575,니 위에 새끼가 좆족이라고 알려준건데 말을 너무 짧게 썼나,욕설
576, 저런 기생충 구더기 곱등이 연가시 엑시구아 바퀴벌레 시궁창 쥐새끼들,욕설
577,애미 애비가 십이지장까지 돌림빵쳐당한 유사인류 씹기만충 에미뒤진 걸레갈보개씹창년,욕설
578,김치년들 보픈 하겠네 ㅋㅋ,욕설
579,김치년 소음순 벌렁벌렁 하겄노,욕설
580,이새끼도 조만간이다 걱정마라,욕설
581,저런 병신 빨렙 새끼 말을 믿냐 ㅋㅋㅋ 질투심에 눈 먼 븅신이라 구라나 까는거지,욕설
582,자연스런년들도 쌍꺼풀에 의젖에 엉덩이까지 개좆같은년들,욕설
583,카섹스 놀이 그만하라고 해서 빡친거,욕설
584,군인을 가장 개병신 취급한 레전드 사건,욕설
585, 나 포함 군필이라도 애국심 없는새끼들 많어 애미뒤진병신아ㅋ,욕설
586,살면서 진짜 개좆같은 경우,욕설
587,씨발 옆에 짱깨 새끼들이 매일 개지랄 떨어서 그렇지,욕설
588,원래 한남새끼 적은 한남임,욕설
589,중국보다 못살던 병신 거지국가를 원조가카가 레벌 시켜주심,욕설
590,저런새끼는 소속 부대 소대장이 소대원들 무장시켜서 총살시켜도 무죄줘야함,욕설
591,이딴ㅈ병신 유사국가 애국심 갖는게 이상함,욕설
592,너 미필이지 병신아,욕설
593,저런 새끼들 이름은 평생을 남겨 고통줘야하는거아니냐,욕설
